step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
141,CASH_OUT,68035.91,C1226726511,0.0,0.0,C365089895,1439769.86,1507805.78,0,0
203,CASH_OUT,357849.48,C110827506,0.0,0.0,C1416048048,8495209.43,8853058.91,0,0
250,PAYMENT,7081.41,C59486497,0.0,0.0,M159445330,0.0,0.0,0,0
47,CASH_OUT,243028.65,C1427360526,243028.65,0.0,C410529823,441285.14,684313.79,1,0
131,PAYMENT,853.36,C1116091809,1062.0,208.64,M1134990203,0.0,0.0,0,0
159,PAYMENT,5129.24,C839147242,30310.0,25180.76,M35595304,0.0,0.0,0,0
471,CASH_OUT,353922.69,C1730145767,49712.0,0.0,C1315438771,562851.67,916774.36,0,0
713,CASH_OUT,773926.81,C2108914826,773926.81,0.0,C136745771,1612283.59,2386210.4,1,0
347,CASH_IN,246129.1,C946101072,28095831.39,28341960.49,C2127994220,358314.29,112185.19,0,0
444,TRANSFER,541486.74,C1850675328,541486.74,0.0,C7396544,0.0,0.0,1,0
544,CASH_IN,117655.36,C850975754,29216.0,146871.36,C1718934985,4020464.91,3902809.55,0,0
44,CASH_OUT,10265.41,C1969017198,29773.0,19507.59,C352660304,0.0,10265.41,0,0
34,CASH_IN,55228.09,C843196685,44349.0,99577.09,C1251532587,863838.81,808610.73,0,0
323,CASH_OUT,157971.82,C1936719585,0.0,0.0,C172658526,13931731.11,14089702.93,0,0
131,CASH_IN,3757.83,C676429903,21402129.66,21405887.49,C1536931569,428724.77,424966.93,0,0
256,CASH_IN,227536.58,C5735978,18372.0,245908.58,C1685177366,0.0,0.0,0,0
606,TRANSFER,455788.55,C1720399024,455788.55,0.0,C48932770,0.0,0.0,1,0
181,PAYMENT,11321.06,C1824413521,0.0,0.0,M70378552,0.0,0.0,0,0
215,PAYMENT,20156.07,C1201292062,56159.0,36002.93,M805899933,0.0,0.0,0,0
143,PAYMENT,4217.31,C1457602535,5107.0,889.69,M112788452,0.0,0.0,0,0
18,CASH_OUT,346117.73,C1996855042,0.0,0.0,C185369050,3264116.3,3610234.03,0,0
734,CASH_OUT,10000000.0,C131420902,10000000.0,0.0,C635621973,2571402.25,12571402.25,1,0
83,TRANSFER,365099.76,C426265650,365099.76,0.0,C2019200762,0.0,0.0,1,0
284,PAYMENT,38511.44,C1184363284,0.0,0.0,M71980654,0.0,0.0,0,0
359,PAYMENT,26458.67,C1651863225,8360.5,0.0,M1112977085,0.0,0.0,0,0
519,TRANSFER,108994.49,C1309155420,108994.49,0.0,C1022058652,0.0,0.0,1,0
278,PAYMENT,4290.61,C661605424,0.0,0.0,M810186913,0.0,0.0,0,0
12,CASH_OUT,294143.4,C1691443643,0.0,0.0,C650657798,2986755.4,4545762.13,0,0
37,CASH_IN,610.91,C1168998681,1444486.47,1445097.38,C1854028880,11258719.38,11517636.74,0,0
355,CASH_OUT,91424.46,C1677512292,7299.14,0.0,C516135076,1734555.41,1825979.87,0,0
32,CASH_OUT,401575.19,C1684571589,401575.19,0.0,C1619036760,0.0,401575.19,1,0
304,PAYMENT,7344.34,C1200526984,668.0,0.0,M245500837,0.0,0.0,0,0
563,CASH_OUT,96989.06,C289651123,96989.06,0.0,C817819913,1112486.16,1209475.22,1,0
690,TRANSFER,3887853.15,C804681656,3887853.15,0.0,C753327300,0.0,0.0,1,0
608,CASH_OUT,145826.79,C650479955,65592.0,0.0,C261796876,0.0,145826.79,0,0
66,CASH_OUT,79441.66,C2043684094,79441.66,0.0,C795372753,2051790.44,2131232.1,1,0
259,CASH_OUT,103022.91,C127934181,106179.0,3156.09,C994505070,0.0,103022.91,0,0
565,PAYMENT,8635.88,C1557963238,0.0,0.0,M451659032,0.0,0.0,0,0
35,PAYMENT,314.21,C634406691,0.0,0.0,M1470879217,0.0,0.0,0,0
15,CASH_OUT,261955.52,C205495809,0.0,0.0,C1308625658,411458.41,1040867.97,0,0
304,CASH_OUT,189287.64,C990221010,0.0,0.0,C772841175,1969939.33,2159226.97,0,0
19,PAYMENT,3929.97,C1751614968,493988.19,490058.22,M670631784,0.0,0.0,0,0
658,CASH_OUT,24522.52,C1046356419,24522.52,0.0,C1603948163,155677.01,180199.53,1,0
306,PAYMENT,31596.9,C181217416,0.0,0.0,M405033450,0.0,0.0,0,0
380,PAYMENT,10550.55,C990403816,48425.6,37875.05,M513732249,0.0,0.0,0,0
351,CASH_IN,338231.2,C1437082297,61443.0,399674.2,C1782704398,1179922.08,841690.88,0,0
610,CASH_OUT,298754.96,C87645050,298754.96,0.0,C1812719573,1865811.93,2164566.89,1,0
34,CASH_OUT,989311.12,C1177633466,989311.12,0.0,C1609979141,1009370.24,1998681.36,1,0
388,TRANSFER,5658123.36,C1537861219,5658123.36,0.0,C127451235,0.0,0.0,1,0
146,TRANSFER,489714.94,C781269019,489714.94,0.0,C414219779,0.0,0.0,1,0
532,CASH_OUT,188097.08,C2098633557,188097.08,0.0,C868509779,164930.19,353027.27,1,0
350,PAYMENT,5769.67,C1091413380,0.0,0.0,M1286069916,0.0,0.0,0,0
384,CASH_OUT,242267.87,C30908031,0.0,0.0,C1158235589,336920.06,579187.94,0,0
406,PAYMENT,4.93,C1959130758,1046.0,1041.07,M183224566,0.0,0.0,0,0
133,TRANSFER,179965.75,C1256963563,41112.0,0.0,C1130551998,32688.17,212653.92,0,0
665,TRANSFER,454483.23,C956916023,454483.23,0.0,C1172004131,0.0,0.0,1,0
403,TRANSFER,11076.98,C1199854115,0.0,0.0,C119603634,6125709.4,6136786.38,0,0
299,CASH_OUT,308899.9,C620988497,444.0,0.0,C818219582,297551.99,606451.89,0,0
205,CASH_OUT,120357.38,C701604842,9972.0,0.0,C261544909,1625.46,121982.84,0,0
590,CASH_OUT,63225.34,C956801092,17076.3,0.0,C804106551,1767603.59,1830828.93,0,0
399,PAYMENT,27314.35,C727458745,104823.0,77508.65,M1338915824,0.0,0.0,0,0
17,PAYMENT,5512.7,C189130664,0.0,0.0,M1488847648,0.0,0.0,0,0
358,CASH_IN,477032.23,C231055594,1912048.9,2389081.13,C824682137,3035801.55,2558769.32,0,0
284,CASH_OUT,477430.02,C697079414,0.0,0.0,C1400804351,3881892.57,4359322.59,0,0
330,TRANSFER,760011.43,C635402330,139.0,0.0,C338196847,159247.58,919259.02,0,0
228,TRANSFER,10000000.0,C1721880478,10497526.17,497526.17,C521374455,0.0,0.0,1,0
139,CASH_IN,156534.01,C642504268,9898571.64,10055105.65,C71576733,452347.31,536127.83,0,0
45,CASH_OUT,94767.12,C2071935565,119717.0,24949.88,C1721776641,0.0,94767.12,0,0
10,PAYMENT,6714.78,C1297453233,0.0,0.0,M1894829701,0.0,0.0,0,0
18,CASH_IN,220849.8,C1347167528,9362778.45,9583628.26,C158724937,251195.15,30345.34,0,0
210,PAYMENT,842.43,C2040594500,131386.68,130544.26,M964714062,0.0,0.0,0,0
225,CASH_OUT,83487.72,C1604194030,0.0,0.0,C95173872,1547063.15,1630550.86,0,0
328,CASH_OUT,38854.16,C1874467305,0.0,0.0,C139805809,232118.61,270972.77,0,0
205,TRANSFER,1398987.11,C560248141,0.0,0.0,C1918685273,2273334.35,3672321.46,0,0
155,PAYMENT,1393.94,C1910734250,0.0,0.0,M1982705866,0.0,0.0,0,0
300,CASH_OUT,358496.0,C369476436,0.0,0.0,C1672903020,1444055.61,1802551.61,0,0
217,TRANSFER,538312.05,C640532730,538312.05,0.0,C1898517729,0.0,0.0,1,0
403,CASH_OUT,240544.11,C2094245074,15138.0,0.0,C1960835304,0.0,251507.08,0,0
505,CASH_OUT,2251225.38,C811947733,2251225.38,0.0,C216058028,23722.5,2274947.89,1,0
253,PAYMENT,5939.13,C892320912,0.0,0.0,M1461030127,0.0,0.0,0,0
183,CASH_OUT,174123.36,C298747323,0.0,0.0,C1564729029,1592534.06,1766657.42,0,0
132,TRANSFER,1390951.24,C189939540,505784.0,0.0,C1697054221,228244.03,1619195.26,0,0
212,CASH_OUT,268198.31,C696796256,45765.0,0.0,C282872681,166771.44,434969.75,0,0
89,CASH_OUT,268230.43,C810552146,268230.43,0.0,C400913352,0.0,268230.43,1,0
157,CASH_IN,82392.8,C1975269156,8678856.42,8761249.22,C13716030,617246.4,534853.6,0,0
649,TRANSFER,150205.64,C1014484059,150205.64,0.0,C1745685493,0.0,0.0,1,0
402,CASH_IN,232865.67,C2002162441,1440231.91,1673097.58,C437558125,403635.92,170770.25,0,0
311,CASH_OUT,225301.45,C1591403785,225301.45,0.0,C74903852,358027.9,583329.35,1,0
184,CASH_OUT,462864.95,C1780693809,0.0,0.0,C1000574865,1291145.42,1754010.38,0,0
20,CASH_IN,72825.52,C1470708006,167495.0,240320.52,C985702370,4115498.4,3992449.65,0,0
94,CASH_OUT,445257.43,C1527777491,445257.43,0.0,C1215602275,0.0,445257.43,1,0
373,PAYMENT,8368.53,C1941674691,18147.0,9778.47,M1884421033,0.0,0.0,0,0
253,PAYMENT,27545.25,C2532041,0.0,0.0,M122291057,0.0,0.0,0,0
184,CASH_OUT,158400.56,C2126432468,119682.0,0.0,C833456373,808941.6,1253838.4,0,0
43,CASH_OUT,118732.4,C2088688834,0.0,0.0,C1973561066,13331657.17,13450389.57,0,0
380,CASH_OUT,297965.04,C128579670,0.0,0.0,C1256775177,4433406.83,4731371.88,0,0
254,PAYMENT,3554.85,C892813356,0.0,0.0,M1961294059,0.0,0.0,0,0
301,PAYMENT,13586.92,C363146516,16537.75,2950.83,M430979518,0.0,0.0,0,0
12,CASH_OUT,504515.16,C1115567218,0.0,0.0,C648198000,14914740.09,15672876.53,0,0
373,TRANSFER,530354.58,C1625326980,530354.58,0.0,C1011865698,0.0,0.0,1,0
681,CASH_IN,27472.39,C1380675918,407613.94,435086.33,C1733175305,1718806.81,1691334.42,0,0
408,CASH_OUT,503961.93,C868244039,503961.93,0.0,C1704260937,0.0,503961.93,1,0
60,TRANSFER,45807.51,C958487787,45807.51,0.0,C218393296,0.0,0.0,1,0
230,PAYMENT,5665.69,C1841767670,1898.07,0.0,M878846676,0.0,0.0,0,0
15,PAYMENT,2638.12,C1515749789,0.0,0.0,M1904397696,0.0,0.0,0,0
310,CASH_OUT,104385.16,C1008234140,0.0,0.0,C754567864,5088606.25,5192991.41,0,0
416,CASH_IN,133066.65,C200117797,597378.92,730445.57,C419284085,236498.68,103432.03,0,0
60,CASH_OUT,89014.32,C2128547053,89014.32,0.0,C2076906949,330651.68,419666.0,1,0
378,CASH_OUT,103502.28,C220627141,0.0,0.0,C1882075091,2351574.87,2455077.15,0,0
613,TRANSFER,393699.17,C1660576685,393699.17,0.0,C521066417,0.0,0.0,1,0
320,CASH_OUT,8950011.46,C780587384,8950011.46,0.0,C602293403,3501917.61,12451929.08,1,0
74,TRANSFER,3284197.88,C103236252,3284197.88,0.0,C1710384366,0.0,0.0,1,0
183,PAYMENT,3487.95,C376983810,0.0,0.0,M95301674,0.0,0.0,0,0
694,CASH_OUT,21358.8,C1407773477,21358.8,0.0,C1841686755,8903356.2,8924714.99,1,0
218,TRANSFER,145379.14,C460813809,145379.14,0.0,C1079863947,0.0,0.0,1,0
14,CASH_OUT,164890.06,C548776798,19807.0,0.0,C729942809,146887.0,0.0,0,0
136,CASH_OUT,174337.93,C918136951,244933.0,70595.07,C887212406,373832.99,548170.92,0,0
258,CASH_IN,109374.77,C438814204,14910.0,124284.77,C1790033972,89984.56,0.0,0,0
15,CASH_IN,312675.74,C708985039,0.0,312675.74,C691586697,2176594.42,1863918.68,0,0
669,CASH_OUT,5388834.64,C1888149669,5388834.64,0.0,C1774338708,218151.69,5606986.33,1,0
209,CASH_IN,226652.54,C1984226633,537246.29,763898.83,C693683983,1002934.96,776282.42,0,0
20,PAYMENT,1821.42,C1053500550,174501.0,172679.58,M433934446,0.0,0.0,0,0
207,PAYMENT,3932.81,C1384802725,404090.36,400157.54,M14838806,0.0,0.0,0,0
372,TRANSFER,1104722.07,C17031075,20257.0,0.0,C1608423112,17862.0,1122584.07,0,0
180,PAYMENT,16327.55,C416850136,451.0,0.0,M1818760832,0.0,0.0,0,0
232,PAYMENT,14492.73,C1321122248,3068.0,0.0,M1946284296,0.0,0.0,0,0
212,PAYMENT,2541.08,C509779910,22446.0,19904.92,M732463200,0.0,0.0,0,0
258,CASH_OUT,12860.72,C137919091,9529.0,0.0,C1412252939,291171.6,304032.31,0,0
211,CASH_IN,85064.3,C2123894110,2322154.97,2407219.26,C580601384,1556993.22,1471928.93,0,0
39,TRANSFER,262939.01,C1442164367,0.0,0.0,C186009170,816846.99,1079786.0,0,0
374,CASH_OUT,127076.05,C2012736037,0.0,0.0,C996133196,781697.83,908773.88,0,0
281,CASH_IN,80580.2,C818774214,7034646.25,7115226.44,C895750711,360202.75,279622.56,0,0
372,PAYMENT,31904.3,C1365840859,109657.72,77753.43,M684805277,0.0,0.0,0,0
331,PAYMENT,8438.57,C1674871708,0.0,0.0,M1442327901,0.0,0.0,0,0
346,CASH_OUT,223621.66,C1341512447,183562.0,0.0,C656423262,0.0,223621.66,0,0
229,CASH_IN,346702.37,C950531119,1016693.12,1363395.49,C1257942531,8860366.29,8513663.92,0,0
583,TRANSFER,1764389.11,C108276530,1764389.11,0.0,C28074896,0.0,0.0,1,0
42,CASH_IN,121636.15,C854683463,811824.0,933460.15,C841162487,729288.59,607652.44,0,0
297,PAYMENT,7038.73,C464149459,0.0,0.0,M331872911,0.0,0.0,0,0
279,TRANSFER,10000000.0,C2062481561,30536624.41,20536624.41,C935919630,0.0,0.0,1,0
101,TRANSFER,146681.74,C1791664104,146681.74,0.0,C84868382,0.0,0.0,1,0
298,CASH_OUT,24076.2,C2060135092,21726.0,0.0,C861263518,66636.32,90712.52,0,0
188,TRANSFER,81869.12,C1850682163,0.0,0.0,C1574807586,577719.08,659588.2,0,0
374,PAYMENT,18736.47,C38030273,141030.47,122294.01,M1888653073,0.0,0.0,0,0
320,CASH_OUT,767879.02,C1778269666,767879.02,0.0,C340908219,302527.93,1070406.95,1,0
306,PAYMENT,20525.53,C645810621,0.0,0.0,M1860657733,0.0,0.0,0,0
325,CASH_OUT,501766.32,C1005770749,0.0,0.0,C787271952,7609530.87,8111297.19,0,0
234,TRANSFER,654443.91,C684681153,0.0,0.0,C1227928722,1590026.78,2244470.69,0,0
261,CASH_OUT,196561.69,C1238222970,196561.69,0.0,C1897803882,4186.45,200748.14,1,0
564,TRANSFER,3968964.4,C432264411,3968964.4,0.0,C536142403,0.0,0.0,1,0
466,TRANSFER,4364760.42,C1197632627,4364760.42,0.0,C736141903,0.0,0.0,1,0
282,CASH_IN,14510.73,C1670182417,683952.8,698463.53,C1354448734,45675.0,0.0,0,0
279,CASH_OUT,212190.11,C804992621,157900.0,0.0,C134774641,1899515.05,2111705.16,0,0
409,CASH_OUT,9033760.73,C1698261280,9033760.73,0.0,C1997459124,208005.22,9241765.96,1,0
328,PAYMENT,27694.43,C2099276133,0.0,0.0,M791350275,0.0,0.0,0,0
707,CASH_OUT,2331777.94,C981538757,2331777.94,0.0,C1704168344,0.0,2331777.94,1,0
256,CASH_OUT,53905.89,C1420751866,0.0,0.0,C248675696,74871.71,128777.61,0,0
255,CASH_IN,418555.44,C1911831685,10335448.43,10754003.88,C556788572,563689.71,145134.27,0,0
235,CASH_OUT,94543.15,C1755907427,14939.0,0.0,C1360305834,377439.02,471982.17,0,0
9,PAYMENT,8889.4,C1678700691,83734.98,74845.58,M2025623216,0.0,0.0,0,0
258,CASH_OUT,241893.55,C848151431,0.0,0.0,C1477142605,6632481.48,6874375.03,0,0
20,CASH_OUT,51721.45,C1734198727,0.0,0.0,C352202338,3384841.28,3594643.83,0,0
279,CASH_OUT,10000000.0,C517014062,10000000.0,0.0,C473496930,540392.1,10540392.1,1,0
22,CASH_OUT,283716.04,C65471983,0.0,0.0,C595337900,2136196.02,2419912.06,0,0
403,PAYMENT,26719.57,C1073574414,0.0,0.0,M346306309,0.0,0.0,0,0
574,CASH_OUT,70045.87,C1233567872,0.0,0.0,C630707405,11323214.83,11393260.7,0,0
153,PAYMENT,15654.98,C552474836,822589.0,806934.02,M646847008,0.0,0.0,0,0
190,PAYMENT,13204.12,C5539506,0.0,0.0,M666308925,0.0,0.0,0,0
16,CASH_IN,19269.39,C574191924,2475545.92,2494815.31,C1043464301,60009.0,40739.61,0,0
250,CASH_OUT,0.0,C521393327,0.0,0.0,C480398193,0.0,0.0,1,0
39,CASH_OUT,375345.91,C351938150,0.0,0.0,C2075303917,1522340.2,2058674.57,0,0
357,TRANSFER,74921.74,C1335541144,74921.74,0.0,C887702391,0.0,0.0,1,0
296,CASH_OUT,282272.93,C837464075,282272.93,0.0,C1037384301,142251.44,424524.37,1,0
616,TRANSFER,89846.18,C1846352477,89846.18,0.0,C729066326,0.0,0.0,1,0
738,CASH_OUT,814689.88,C1446317541,814689.88,0.0,C253690179,0.0,814689.88,1,0
308,PAYMENT,1.55,C495837800,30118.0,30116.45,M492742925,0.0,0.0,0,0
351,CASH_IN,339494.54,C1010586584,20716.0,360210.54,C804863675,27485276.73,27145782.2,0,0
302,TRANSFER,186692.66,C1664412497,0.0,0.0,C1224066984,9510154.03,9696846.68,0,0
181,PAYMENT,1217.75,C162407286,13285.91,12068.16,M1314704473,0.0,0.0,0,0
256,PAYMENT,4056.91,C877689356,0.0,0.0,M919813948,0.0,0.0,0,0
396,CASH_OUT,184247.73,C1712318363,278694.0,94446.27,C1068018518,81534.22,265781.94,0,0
228,CASH_IN,60729.29,C1979660459,3743235.61,3803964.9,C548630975,1729225.76,1668496.48,0,0
672,TRANSFER,234787.38,C1526831204,234787.38,0.0,C801426364,0.0,0.0,1,0
138,CASH_OUT,303432.45,C255761581,303432.45,0.0,C389495831,0.0,522695.73,1,0
186,CASH_IN,206173.07,C2025579626,162.0,206335.07,C1384249206,3250816.71,3044643.65,0,0
359,PAYMENT,5396.47,C812372042,514732.0,509335.53,M1723505327,0.0,0.0,0,0
256,PAYMENT,30107.62,C87111408,33776.0,3668.38,M756486850,0.0,0.0,0,0
139,CASH_IN,401537.88,C1027521906,11121.0,412658.88,C167077341,8007.12,0.0,0,0
214,CASH_IN,13561.13,C283931976,7073619.83,7087180.96,C676704433,381421.1,367859.96,0,0
17,CASH_IN,110847.51,C291227274,2827413.21,2938260.71,C1357618544,1843135.85,1732288.34,0,0
215,CASH_OUT,700963.95,C939854971,0.0,0.0,C1870801063,1149341.09,1850305.04,0,0
58,TRANSFER,561948.38,C856217790,561948.38,0.0,C1278181974,0.0,0.0,1,0
251,CASH_IN,493.43,C502606974,7547.0,8040.43,C1339604754,871738.25,871244.82,0,0
354,PAYMENT,37453.31,C1466825366,11103.0,0.0,M522494702,0.0,0.0,0,0
695,PAYMENT,20864.89,C1568410589,0.0,0.0,M1170924780,0.0,0.0,0,0
361,CASH_OUT,54892.98,C1978786060,54892.98,0.0,C1444685915,0.0,54892.98,1,0
157,CASH_OUT,66409.85,C838024205,30148.0,0.0,C217816494,0.0,66409.85,0,0
8,PAYMENT,20314.51,C1068989224,0.0,0.0,M4864171,0.0,0.0,0,0
241,CASH_OUT,470956.59,C1792382836,470956.59,0.0,C1834120741,0.0,470956.59,1,0
420,TRANSFER,430722.59,C1114634874,430722.59,0.0,C1494693059,0.0,0.0,1,0
18,CASH_IN,160482.92,C2017917531,1082.0,161564.92,C76517561,445716.09,116507.97,0,0
140,PAYMENT,10410.13,C415485543,6617.0,0.0,M469134065,0.0,0.0,0,0
425,TRANSFER,10000000.0,C1756917426,29585040.37,19585040.37,C1192036077,0.0,0.0,1,0
92,CASH_OUT,101903.69,C612571830,101903.69,0.0,C544677509,280117.63,382021.32,1,0
291,CASH_OUT,2324907.08,C1373829253,2324907.08,0.0,C1286348462,157275.18,2482182.26,1,0
212,PAYMENT,2954.44,C1914663386,277.0,0.0,M275285895,0.0,0.0,0,0
540,CASH_OUT,169469.22,C1292208841,11222.0,0.0,C1871789676,5716094.29,5885563.51,0,0
302,PAYMENT,1822.04,C929872081,0.0,0.0,M306924096,0.0,0.0,0,0
389,TRANSFER,173668.46,C328431178,173668.46,0.0,C1972142839,0.0,0.0,1,0
624,CASH_OUT,2626957.79,C1966432997,2626957.79,0.0,C966982427,882527.7,3509485.49,1,0
231,PAYMENT,792.64,C957016094,0.0,0.0,M1212259454,0.0,0.0,0,0
328,CASH_OUT,186437.51,C766124395,0.0,0.0,C832772118,991856.41,1178293.92,0,0
381,TRANSFER,102256.57,C525941534,102256.57,0.0,C521981840,0.0,0.0,1,0
15,CASH_OUT,220144.95,C679686674,609.0,0.0,C429446666,2137009.57,2357154.52,0,0
380,TRANSFER,259820.39,C160893459,259820.39,0.0,C1231260699,0.0,0.0,1,0
514,CASH_IN,20190.91,C1085455105,9156629.79,9176820.7,C1468639537,221828.68,201637.77,0,0
467,CASH_OUT,2108440.98,C858034086,2108440.98,0.0,C233159904,0.0,2108440.98,1,0
31,TRANSFER,120406.39,C237098657,120406.39,0.0,C1177827371,0.0,0.0,1,0
283,CASH_OUT,113360.8,C1586678377,113360.8,0.0,C752204591,175345.9,288706.71,1,0
247,TRANSFER,802421.39,C1768918738,802421.39,0.0,C1846753958,0.0,0.0,1,0
43,CASH_IN,83983.11,C453805615,7891196.39,7975179.5,C1821532823,176712.18,92729.07,0,0
596,PAYMENT,7926.71,C1881587754,20936.0,13009.29,M707495390,0.0,0.0,0,0
442,TRANSFER,9065.34,C1117911944,9065.34,0.0,C1052869730,0.0,0.0,1,0
354,CASH_OUT,159987.18,C1121177746,152.0,0.0,C887387393,573056.38,733043.56,0,0
355,CASH_IN,16202.48,C1881050775,75710.93,91913.4,C668288240,2930066.4,2913863.92,0,0
281,CASH_OUT,201574.39,C2098821662,0.0,0.0,C529931885,12942084.05,13143658.44,0,0
134,CASH_OUT,382723.66,C1051232522,25382.0,0.0,C1142474814,917553.63,1300277.29,0,0
328,PAYMENT,11416.97,C549449534,0.0,0.0,M1968709421,0.0,0.0,0,0
162,PAYMENT,2913.36,C595663466,0.0,0.0,M1069143844,0.0,0.0,0,0
19,CASH_OUT,16120.44,C1088669522,0.0,0.0,C1705218409,1667936.91,1684057.35,0,0
19,CASH_IN,108722.43,C137958940,55563.0,164285.43,C592695062,0.0,231163.73,0,0
377,PAYMENT,25601.5,C728031675,0.0,0.0,M1754783007,0.0,0.0,0,0
309,PAYMENT,12519.08,C1792899534,44602.05,32082.97,M97007381,0.0,0.0,0,0
14,PAYMENT,12931.27,C857379886,10610.0,0.0,M1051132724,0.0,0.0,0,0
483,CASH_IN,221921.17,C1176838271,3346218.19,3568139.36,C849327153,547795.47,325874.3,0,0
255,PAYMENT,3196.85,C2060295599,20420.0,17223.15,M2082818331,0.0,0.0,0,0
721,TRANSFER,23639.56,C594313973,23639.56,0.0,C1343815682,0.0,0.0,1,0
349,TRANSFER,446715.09,C989147316,9070.0,0.0,C162973232,0.0,446715.09,0,0
153,CASH_IN,46792.13,C1635478299,55547.0,102339.13,C1995442874,0.0,0.0,0,0
181,CASH_OUT,292734.52,C2072183894,30824.0,0.0,C814626564,78214.6,370949.12,0,0
349,PAYMENT,14581.06,C1300589555,0.0,0.0,M1311695375,0.0,0.0,0,0
705,PAYMENT,5218.12,C1889916216,18202.0,12983.88,M677107889,0.0,0.0,0,0
661,PAYMENT,15673.92,C1804703878,9910.73,0.0,M20784107,0.0,0.0,0,0
172,TRANSFER,976830.22,C2027508914,976830.22,0.0,C1907001338,0.0,0.0,1,0
129,CASH_OUT,1864022.05,C767567328,1864022.05,0.0,C1624455220,1435908.91,3299930.96,1,0
153,CASH_OUT,128314.49,C1906727757,479560.06,351245.58,C399409649,652005.42,780319.91,0,0
398,CASH_OUT,5618179.9,C770353571,5618179.9,0.0,C1829458210,0.0,5618179.9,1,0
132,CASH_OUT,3735525.0,C577782900,3735525.0,0.0,C48297071,17860.51,3753385.51,1,0
232,TRANSFER,911082.97,C1721825434,0.0,0.0,C1544354753,1803413.82,2714496.79,0,0
225,CASH_OUT,146501.68,C1117375498,0.0,0.0,C72793244,1213629.23,1360130.91,0,0
259,CASH_OUT,96655.64,C1789145796,586545.68,489890.04,C1781492620,293240.57,389896.21,0,0
210,CASH_IN,214137.64,C2039693894,339260.18,553397.82,C688094185,540160.97,326023.33,0,0
184,TRANSFER,73486.8,C1621868910,73486.8,0.0,C80114105,0.0,0.0,1,0
287,PAYMENT,34082.64,C68665674,366.0,0.0,M1355471304,0.0,0.0,0,0
229,CASH_IN,135883.94,C1189387491,72594.0,208477.94,C941370431,81812.0,0.0,0,0
379,CASH_OUT,137292.28,C1073503253,30823.0,0.0,C1609995062,3265083.11,3402375.39,0,0
742,TRANSFER,54652.46,C1674778854,54652.46,0.0,C1930074465,0.0,0.0,1,0
585,CASH_OUT,1298920.78,C34029186,1298920.78,0.0,C1653962033,3351871.21,4650791.99,1,0
26,CASH_OUT,78741.64,C1993214834,78741.64,0.0,C1402138462,48628.52,127370.16,1,0
166,PAYMENT,1951.1,C1936350391,132045.92,130094.82,M1183140903,0.0,0.0,0,0
11,CASH_IN,95251.95,C2016608062,3011.0,98262.95,C352976788,117817.13,22565.18,0,0
622,TRANSFER,668273.94,C1893589234,668273.94,0.0,C907656239,0.0,0.0,1,0
378,PAYMENT,17327.06,C580660203,0.0,0.0,M1648720754,0.0,0.0,0,0
602,TRANSFER,366014.33,C527145234,366014.33,0.0,C303076849,0.0,0.0,1,0
379,CASH_OUT,238347.15,C1909761089,0.0,0.0,C1000013769,4325782.59,4564129.74,0,0
702,TRANSFER,573266.42,C1106640250,573266.42,0.0,C1843521479,0.0,0.0,1,0
11,CASH_IN,51577.7,C1206942744,1474363.33,1525941.03,C158424358,327688.3,77113.78,0,0
259,PAYMENT,2298.05,C187631740,27177.0,24878.95,M1058075819,0.0,0.0,0,0
39,CASH_IN,246105.87,C950288907,8342862.6,8588968.47,C1413376437,770543.45,524437.58,0,0
16,PAYMENT,12815.05,C806596528,2302.28,0.0,M1991834252,0.0,0.0,0,0
215,CASH_OUT,319887.08,C765034168,319887.08,0.0,C523904186,1373212.48,1693099.57,1,0
332,CASH_IN,12464.56,C1976250584,18296509.83,18308974.39,C188367538,603112.05,590647.48,0,0
307,PAYMENT,2026.34,C807721739,47543.28,45516.94,M659759748,0.0,0.0,0,0
37,CASH_OUT,108359.48,C2142251962,0.0,0.0,C1947320524,1022721.69,1131081.17,0,0
188,CASH_OUT,96119.64,C1159613893,0.0,0.0,C942686614,166293.68,262413.32,0,0
16,CASH_OUT,208085.07,C537829641,26560.0,0.0,C1657555222,116568.92,545966.4,0,0
201,CASH_OUT,151908.22,C1063135217,0.0,0.0,C1141256176,525848.04,677756.25,0,0
185,CASH_OUT,476890.47,C953022806,476890.47,0.0,C357527679,496043.55,972934.02,1,0
255,CASH_IN,10102.63,C954569584,204239.0,214341.63,C745065078,225356.64,215254.0,0,0
361,CASH_OUT,1742012.06,C1184890724,1742012.06,0.0,C140983265,70881.61,1812893.67,1,0
392,CASH_OUT,251832.96,C370765252,251832.96,0.0,C303305963,392591.73,644424.68,1,0
140,PAYMENT,11424.87,C1467593727,26032.31,14607.44,M1077021391,0.0,0.0,0,0
297,CASH_OUT,90762.72,C2007457521,0.0,0.0,C970348320,633033.11,723795.83,0,0
207,CASH_OUT,142993.11,C387945734,51010.0,0.0,C198233326,84851.29,227844.41,0,0
233,PAYMENT,11523.97,C2086347799,7317.0,0.0,M1694108246,0.0,0.0,0,0
328,TRANSFER,1137443.35,C1711284165,197844.93,0.0,C766993729,1455873.24,2593316.59,0,0
544,CASH_OUT,192113.25,C648931346,182123.0,0.0,C1295749806,25154.38,217267.63,0,0
14,CASH_IN,158200.52,C732300943,11725440.49,11883641.01,C671848738,3387404.2,3209977.4,0,0
